DrugA,DrugB,tanimoto,feature_jsim,feature_dsim,feature_osim
CEFTAZIDIME,CABAZITAXEL,0.137931034,0.055555556,0.105263158,0.109108945
CEFTAZIDIME,CALCIUM LACTATE,0.088607595,0,0,0
CEFTAZIDIME,CARBAMAZEPINE,0.11627907,0,0,0
CEFTAZIDIME,CARBAMIDE PEROXIDE,0.066666667,0,0,0
CEFTAZIDIME,CARPROFEN,0.101010101,0.111111111,0.2,0.21821789
CEFTAZIDIME,CEFAZOLIN,0.32038835,0.4,0.571428571,0.606091527
CEFTAZIDIME,CEFMETAZOLE,0.206896552,0.333333333,0.5,0.503952631
CEFTAZIDIME,CEFTAZIDIME,1,1,1,1
CEFTAZIDIME,CEFPODOXIME,0.588235294,0.142857143,0.25,0.377964473
CEFTAZIDIME,CHLORMERODRIN,0.086021505,0,0,0
CEFTAZIDIME,CHLOROXYLENOL,0.05952381,0,0,0
CEFTAZIDIME,CHLORPHENESIN CARBAMATE,0.095744681,0,0,0
CEFTAZIDIME,CHROMIUM CR-51,0,0,0,0
CEFTAZIDIME,CHROMIUM PICOLINATE,0.144578313,0,0,0
CEFTAZIDIME,CIPROFIBRATE,0.179775281,0,0,0
CEFTAZIDIME,CLASCOTERONE,0.126126126,0,0,0
CEFTAZIDIME,CLAVULANIC ACID,0.104166667,0,0,0
CEFTAZIDIME,CLIDINIUM,0.15625,0,0,0
CEFTAZIDIME,CISATRACURIUM,0.117117117,0,0,0
CEFTAZIDIME,COCARBOXYLASE,0.155963303,0,0,0
CEFTAZIDIME,CYCLOPHOSPHAMIDE,0.041666667,0,0,0
CEFTAZIDIME,CYPROTERONE ACETATE,0.116071429,0,0,0
CEFTAZIDIME,DAPSONE,0.072289157,0,0,0
CEFTAZIDIME,DAPTOMYCIN,0.154320988,0.076923077,0.142857143,0.142857143
CEFTAZIDIME,DEXBROMPHENIRAMINE,0.090909091,0,0,0
CEFTAZIDIME,DEXPANTHENOL,0.088888889,0,0,0
CEFTAZIDIME,DIAZOXIDE,0.072916667,0.071428571,0.133333333,0.133630621
CEFTAZIDIME,DIETHYLTOLUAMIDE,0.098901099,0,0,0
CEFTAZIDIME,DIMAZOLE,0.076923077,0,0,0
CEFTAZIDIME,DIMERCAPROL,0.023809524,0,0,0
CEFTAZIDIME,DIMETOTIAZINE,0.104761905,0,0,0
CEFTAZIDIME,DIMENHYDRINATE,0.118181818,0,0,0
CEFTAZIDIME,DIIODOHYDROXYQUINOLINE,0.064516129,0,0,0
CEFTAZIDIME,DL-ALPHA-TOCOPHEROL,0.085714286,0,0,0
CEFTAZIDIME,DOMIPHEN,0.084210526,0,0,0
CEFTAZIDIME,DOSULEPIN,0.101010101,0,0,0
CEFTAZIDIME,DOPAMINE,0.056179775,0,0,0
CEFTAZIDIME,DROXIDOPA,0.075268817,0,0,0
CEFTAZIDIME,ENOXACIN,0.132075472,0,0,0
CEFTAZIDIME,EMPAGLIFLOZIN,0.114035088,0,0,0
CEFTAZIDIME,EPICRIPTINE,0.165413534,0,0,0
CEFTAZIDIME,ERIBULIN,0.071428571,0,0,0
CEFTAZIDIME,ESTRADIOL BENZOATE,0.117117117,0.023255814,0.045454545,0.062136977
CEFTAZIDIME,ETHCHLORVYNOL,0.043956044,0,0,0
CEFTAZIDIME,ETHYNODIOL DIACETATE,0.087719298,0,0,0
CEFTAZIDIME,FELBAMATE,0.114942529,0,0,0
CEFTAZIDIME,FELODIPINE,0.153061224,0,0,0
CEFTAZIDIME,FESOTERODINE,0.123809524,0,0,0
CEFTAZIDIME,FIDAXOMICIN,0.132075472,0,0,0
CEFTAZIDIME,FLUORIDE ION F-18,0,0,0,0
CEFTAZIDIME,FLUTAMIDE,0.145833333,0,0,0
CEFTAZIDIME,FLUTICASONE,0.111111111,0,0,0
CEFTAZIDIME,FLOCTAFENINE,0.136363636,0,0,0
CEFTAZIDIME,FORMALDEHYDE,0.013333333,0,0,0
CEFTAZIDIME,FOSDENOPTERIN,0.137614679,0.1,0.181818182,0.188982237
CEFTAZIDIME,FOSTAMATINIB,0.126984127,0,0,0
CEFTAZIDIME,GANAXOLONE,0.057692308,0,0,0
CEFTAZIDIME,GADOTERIC ACID,0.119047619,0,0,0
CEFTAZIDIME,GADOTERIDOL,0.137931034,0,0,0
CEFTAZIDIME,GADOPICLENOL,0.150943396,0,0,0
CEFTAZIDIME,GRANISETRON,0.137254902,0,0,0
CEFTAZIDIME,GUANIDINE,0.039473684,0,0,0
CEFTAZIDIME,HALOFANTRINE,0.051724138,0,0,0
CEFTAZIDIME,HOMATROPINE,0.14893617,0,0,0
CEFTAZIDIME,IBANDRONATE,0.063157895,0,0,0
CEFTAZIDIME,IOBENGUANE,0.087912088,0,0,0
CEFTAZIDIME,IOBITRIDOL,0.134020619,0,0,0
CEFTAZIDIME,IOXILAN,0.094339623,0,0,0
CEFTAZIDIME,IMIDUREA,0.107526882,0,0,0
CEFTAZIDIME,IVERMECTIN,0.116883117,0,0,0
CEFTAZIDIME,ISOPROPYL MYRISTATE,0.103448276,0,0,0
CEFTAZIDIME,KAVA,0.118811881,0,0,0
CEFTAZIDIME,LINAGLIPTIN,0.139344262,0,0,0
CEFTAZIDIME,LIGHT GREEN SF YELLOWISH,0.094017094,0,0,0
CEFTAZIDIME,LIFITEGRAST,0.123076923,0,0,0
CEFTAZIDIME,LURASIDONE,0.136363636,0,0,0
CEFTAZIDIME,LUMEFANTRINE,0.052631579,0,0,0
CEFTAZIDIME,LUSUTROMBOPAG,0.158730159,0,0,0
CEFTAZIDIME,MAZINDOL,0.089108911,0,0,0
CEFTAZIDIME,MAFENIDE,0.068965517,0,0,0
CEFTAZIDIME,MELOXICAM,0.13592233,0.071428571,0.133333333,0.133630621
CEFTAZIDIME,MERADIMATE,0.141414141,0,0,0
CEFTAZIDIME,METHOCARBAMOL,0.11827957,0,0,0
CEFTAZIDIME,METFORMIN,0.071428571,0,0,0
CEFTAZIDIME,METARAMINOL,0.076923077,0,0,0
CEFTAZIDIME,METAXALONE,0.115789474,0,0,0
CEFTAZIDIME,METHYL AMINOLEVULINATE,0.094117647,0,0,0
CEFTAZIDIME,MIZOLASTINE,0.113043478,0,0,0
CEFTAZIDIME,MINOCYCLINE,0.092436975,0.03030303,0.058823529,0.072739297
CEFTAZIDIME,MORPHINE,0.102803738,0.05,0.095238095,0.101015254
CEFTAZIDIME,MYCOPHENOLIC ACID,0.122641509,0.052631579,0.1,0.104828484
CEFTAZIDIME,NABILONE,0.116071429,0,0,0
CEFTAZIDIME,NALOXONE,0.116071429,0.05,0.095238095,0.101015254
CEFTAZIDIME,NAFARELIN,0.113095238,0,0,0
CEFTAZIDIME,NELARABINE,0.147058824,0,0,0
CEFTAZIDIME,NIACIN,0.119047619,0,0,0
CEFTAZIDIME,NORGESTIMATE,0.112068966,0.058823529,0.111111111,0.113960576
CEFTAZIDIME,NORFLURANE,0.025316456,0,0,0
CEFTAZIDIME,OUABAIN,0.108527132,0,0,0
CEFTAZIDIME,OMIDENEPAG ISOPROPYL,0.140495868,0,0,0
CEFTAZIDIME,OLMESARTAN,0.139130435,0,0,0
CEFTAZIDIME,OTESECONAZOLE,0.112068966,0,0,0
CEFTAZIDIME,OXYMETAZOLINE,0.121212121,0,0,0
CEFTAZIDIME,OXITRIPTAN,0.113402062,0,0,0
CEFTAZIDIME,PALONOSETRON,0.096153846,0,0,0
CEFTAZIDIME,PADIMATE O,0.089108911,0,0,0
CEFTAZIDIME,PANCURONIUM,0.068965517,0,0,0
CEFTAZIDIME,PARTHENOLIDE,0.096153846,0,0,0
CEFTAZIDIME,PEXIDARTINIB,0.089285714,0.045454545,0.086956522,0.094491118
CEFTAZIDIME,PHENINDAMINE,0.103092784,0.125,0.222222222,0.267261242
CEFTAZIDIME,PIMECROLIMUS,0.097902098,0,0,0
CEFTAZIDIME,PINDOLOL,0.108910891,0,0,0
CEFTAZIDIME,PILOCARPINE,0.101010101,0,0,0
CEFTAZIDIME,PIRENZEPINE,0.119266055,0,0,0
CEFTAZIDIME,PIRBUTEROL,0.103092784,0,0,0
CEFTAZIDIME,POTASSIUM CATION,0,0,0,0
CEFTAZIDIME,PRAMIPEXOLE,0.125,0,0,0
CEFTAZIDIME,PRILOCAINE,0.127659574,0,0,0
CEFTAZIDIME,PRIMAQUINE,0.104761905,0,0,0
CEFTAZIDIME,PROPYL ALCOHOL,0.038461538,0,0,0
CEFTAZIDIME,PREDNISOLONE PHOSPHATE,0.14159292,0.037037037,0.071428571,0.08247861
CEFTAZIDIME,PRAZIQUANTEL,0.105769231,0.090909091,0.166666667,0.169030851
CEFTAZIDIME,PSEUDOEPHEDRINE,0.091954023,0.03125,0.060606061,0.074124932
CEFTAZIDIME,REPOTRECTINIB,0.113043478,0,0,0
CEFTAZIDIME,RIFAXIMIN,0.124137931,0,0,0
CEFTAZIDIME,RIMEXOLONE,0.128440367,0,0,0
CEFTAZIDIME,RITODRINE,0.072916667,0,0,0
CEFTAZIDIME,RAMELTEON,0.114285714,0,0,0
CEFTAZIDIME,SELENIUM SULFIDE,0,0,0,0
CEFTAZIDIME,SEMAGLUTIDE,0.113402062,0.083333333,0.153846154,0.15430335
CEFTAZIDIME,SETMELANOTIDE,0.133333333,0,0,0
CEFTAZIDIME,SITAGLIPTIN,0.108108108,0,0,0
CEFTAZIDIME,SODIUM LAURYL SULFOACETATE,0.086021505,0,0,0
CEFTAZIDIME,SUCCINYLCHOLINE,0.082352941,0,0,0
CEFTAZIDIME,TADALAFIL,0.104347826,0,0,0
CEFTAZIDIME,TIBOLONE,0.0625,0.083333333,0.153846154,0.15430335
CEFTAZIDIME,TECHNETIUM TC-99M PYROPHOSPHATE,0.037037037,0,0,0
CEFTAZIDIME,TENOFOVIR DISOPROXIL,0.146788991,0.045454545,0.086956522,0.094491118
CEFTAZIDIME,TEMAZEPAM,0.13,0,0,0
CEFTAZIDIME,TESTOSTERONE UNDECANOATE,0.114035088,0.027777778,0.054054054,0.069006556
CEFTAZIDIME,THIOTEPA,0.024390244,0,0,0
CEFTAZIDIME,TIROFIBAN,0.123893805,0,0,0
CEFTAZIDIME,TOLCAPONE,0.115789474,0,0,0
CEFTAZIDIME,TRIMIPRAMINE,0.130434783,0,0,0
CEFTAZIDIME,TROLEANDOMYCIN,0.09375,0,0,0
CEFTAZIDIME,TYROPANOIC ACID,0.108910891,0,0,0
CEFTAZIDIME,VADADUSTAT,0.108910891,0.086956522,0.16,0.178174161
CEFTAZIDIME,VALACICLOVIR,0.165048544,0.0625,0.117647059,0.119522861
CEFTAZIDIME,VALINE,0.086419753,0,0,0
CEFTAZIDIME,VINFLUNINE,0.11038961,0.076923077,0.142857143,0.142857143
CEFTAZIDIME,VOCLOSPORIN,0.114503817,0,0,0
CEFTAZIDIME,XYLOSE,0.058139535,0,0,0
CEFTAZIDIME,ZINC SULFATE,0.025641026,0,0,0
CEFTAZIDIME,ZOTEPINE,0.076190476,0,0,0
CEFTAZIDIME,ZUCAPSAICIN,0.13592233,0,0,0
CEFPODOXIME,ACETYLCARNITINE,0.073170732,0,0,0
CEFPODOXIME,ACETYLCYSTEINE,0.106666667,0,0,0
CEFPODOXIME,ALIMEMAZINE,0.081395349,0,0,0
CEFPODOXIME,ALLANTOIN,0.131578947,0,0,0
CEFPODOXIME,ALMASILATE,0.014705882,0,0,0
CEFPODOXIME,ALUMINUM HYDROXIDE,0,0,0,0
CEFPODOXIME,AMISULPRIDE,0.215053763,0,0,0
CEFPODOXIME,AMPICILLIN,0.202247191,0,0,0
CEFPODOXIME,ARMODAFINIL,0.1,0,0,0
CEFPODOXIME,ARTEMOTIL,0.0625,0,0,0
CEFPODOXIME,ATOGEPANT,0.139344262,0,0,0
CEFPODOXIME,ATORVASTATIN,0.105769231,0,0,0
CEFPODOXIME,AVOBENZONE,0.139240506,0,0,0
CEFPODOXIME,BENDAMUSTINE,0.126315789,0,0,0
CEFPODOXIME,BETHANIDINE,0.128205128,0,0,0
CEFPODOXIME,BIOTIN,0.156626506,0,0,0
CEFPODOXIME,BISPHENOL A DIGLYCIDYL ETHER,0.084337349,0,0,0
CEFPODOXIME,BINIMETINIB,0.112149533,0,0,0
CEFPODOXIME,BOSENTAN,0.100917431,0,0,0
CEFPODOXIME,BREXANOLONE,0.076923077,0,0,0
CEFPODOXIME,BRILLIANT BLUE G,0.094488189,0,0,0
CEFPODOXIME,BROMAZEPAM,0.0625,0,0,0
CEFPODOXIME,BUTABARBITAL,0.075949367,0,0,0
CEFPODOXIME,CABAZITAXEL,0.124087591,0,0,0
CEFPODOXIME,CALCIUM LACTATE,0.056338028,0,0,0
CEFPODOXIME,CARBAMAZEPINE,0.118421053,0,0,0
CEFPODOXIME,CARBAMIDE PEROXIDE,0.078125,0,0,0
CEFPODOXIME,CARPROFEN,0.101123596,0,0,0
CEFPODOXIME,CEFAZOLIN,0.404494382,0.071428571,0.133333333,0.267261242
CEFPODOXIME,CEFMETAZOLE,0.29,0.111111111,0.2,0.333333333
CEFPODOXIME,CEFTAZIDIME,0.588235294,0.142857143,0.25,0.377964473
CEFPODOXIME,CEFPODOXIME,1,1,1,1
CEFPODOXIME,CHLORMERODRIN,0.111111111,0,0,0
CEFPODOXIME,CHLOROXYLENOL,0.083333333,0,0,0
CEFPODOXIME,CHLORPHENESIN CARBAMATE,0.108433735,0,0,0
CEFPODOXIME,CHROMIUM CR-51,0,0,0,0
CEFPODOXIME,CHROMIUM PICOLINATE,0.105263158,0,0,0
CEFPODOXIME,CIPROFIBRATE,0.13253012,0,0,0
CEFPODOXIME,CLASCOTERONE,0.151515152,0,0,0
CEFPODOXIME,CLAVULANIC ACID,0.130952381,0,0,0
CEFPODOXIME,CLIDINIUM,0.136363636,0,0,0
CEFPODOXIME,CISATRACURIUM,0.13,0,0,0
CEFPODOXIME,COCARBOXYLASE,0.161616162,0,0,0
CEFPODOXIME,CYCLOPHOSPHAMIDE,0.047058824,0,0,0
CEFPODOXIME,CYPROTERONE ACETATE,0.128712871,0,0,0
CEFPODOXIME,DAPSONE,0.083333333,0,0,0
CEFPODOXIME,DAPTOMYCIN,0.121019108,0,0,0
CEFPODOXIME,DEXBROMPHENIRAMINE,0.077777778,0,0,0
CEFPODOXIME,DEXPANTHENOL,0.074074074,0,0,0
CEFPODOXIME,DIAZOXIDE,0.069767442,0,0,0
CEFPODOXIME,DIETHYLTOLUAMIDE,0.098765432,0,0,0
CEFPODOXIME,DIMAZOLE,0.086021505,0,0,0
CEFPODOXIME,DIMERCAPROL,0.02739726,0,0,0
CEFPODOXIME,DIMETOTIAZINE,0.082474227,0,0,0
CEFPODOXIME,DIMENHYDRINATE,0.12,0,0,0
CEFPODOXIME,DIIODOHYDROXYQUINOLINE,0.047619048,0,0,0
CEFPODOXIME,DL-ALPHA-TOCOPHEROL,0.072916667,0,0,0
CEFPODOXIME,DOMIPHEN,0.082352941,0,0,0
CEFPODOXIME,DOSULEPIN,0.101123596,0,0,0
CEFPODOXIME,DOPAMINE,0.064102564,0,0,0
CEFPODOXIME,DROXIDOPA,0.085365854,0,0,0
CEFPODOXIME,ENOXACIN,0.172043011,0,0,0
CEFPODOXIME,EMPAGLIFLOZIN,0.104761905,0,0,0
CEFPODOXIME,EPICRIPTINE,0.161290323,0,0,0
CEFPODOXIME,ERIBULIN,0.094488189,0,0,0
CEFPODOXIME,ESTRADIOL BENZOATE,0.107843137,0,0,0
CEFPODOXIME,ETHCHLORVYNOL,0.037037037,0,0,0
CEFPODOXIME,ETHYNODIOL DIACETATE,0.097087379,0,0,0
CEFPODOXIME,FELBAMATE,0.116883117,0,0,0
CEFPODOXIME,FELODIPINE,0.186046512,0,0,0
CEFPODOXIME,FESOTERODINE,0.126315789,0,0,0
CEFPODOXIME,FIDAXOMICIN,0.119205298,0,0,0
CEFPODOXIME,FLUORIDE ION F-18,0,0,0,0
CEFPODOXIME,FLUTAMIDE,0.112359551,0,0,0
CEFPODOXIME,FLUTICASONE,0.133333333,0,0,0
CEFPODOXIME,FLOCTAFENINE,0.117647059,0,0,0
CEFPODOXIME,FORMALDEHYDE,0.015625,0,0,0
CEFPODOXIME,FOSDENOPTERIN,0.153061224,0,0,0
CEFPODOXIME,FOSTAMATINIB,0.139130435,0,0,0
CEFPODOXIME,GANAXOLONE,0.064516129,0,0,0
CEFPODOXIME,GADOTERIC ACID,0.121621622,0,0,0
CEFPODOXIME,GADOTERIDOL,0.128205128,0,0,0
CEFPODOXIME,GADOPICLENOL,0.121212121,0,0,0
CEFPODOXIME,GRANISETRON,0.141304348,0,0,0
CEFPODOXIME,GUANIDINE,0.046153846,0,0,0
CEFPODOXIME,HALOFANTRINE,0.047169811,0,0,0
CEFPODOXIME,HOMATROPINE,0.154761905,0,0,0
CEFPODOXIME,IBANDRONATE,0.046511628,0,0,0
CEFPODOXIME,IOBENGUANE,0.086419753,0,0,0
CEFPODOXIME,IOBITRIDOL,0.125,0,0,0
CEFPODOXIME,IOXILAN,0.082474227,0,0,0
CEFPODOXIME,IMIDUREA,0.135802469,0,0,0
CEFPODOXIME,IVERMECTIN,0.110344828,0,0,0
CEFPODOXIME,ISOPROPYL MYRISTATE,0.08974359,0,0,0
CEFPODOXIME,KAVA,0.146067416,0,0,0
CEFPODOXIME,LINAGLIPTIN,0.153153153,0,0,0
CEFPODOXIME,LIGHT GREEN SF YELLOWISH,0.083333333,0,0,0
CEFPODOXIME,LIFITEGRAST,0.125,0,0,0
CEFPODOXIME,LURASIDONE,0.151515152,0,0,0
CEFPODOXIME,LUMEFANTRINE,0.058252427,0,0,0
CEFPODOXIME,LUSUTROMBOPAG,0.163793103,0,0,0
CEFPODOXIME,MAZINDOL,0.1,0,0,0
CEFPODOXIME,MAFENIDE,0.064935065,0,0,0
CEFPODOXIME,MELOXICAM,0.139784946,0,0,0
CEFPODOXIME,MERADIMATE,0.133333333,0,0,0
CEFPODOXIME,METHOCARBAMOL,0.134146341,0,0,0
CEFPODOXIME,METFORMIN,0.082191781,0,0,0
CEFPODOXIME,METARAMINOL,0.0875,0,0,0
CEFPODOXIME,METAXALONE,0.130952381,0,0,0
CEFPODOXIME,METHYL AMINOLEVULINATE,0.123287671,0,0,0
CEFPODOXIME,MIZOLASTINE,0.125,0,0,0
CEFPODOXIME,MINOCYCLINE,0.101851852,0,0,0
CEFPODOXIME,MORPHINE,0.114583333,0,0,0
CEFPODOXIME,MYCOPHENOLIC ACID,0.136842105,0,0,0
CEFPODOXIME,NABILONE,0.096153846,0,0,0
CEFPODOXIME,NALOXONE,0.14,0,0,0
CEFPODOXIME,NAFARELIN,0.121019108,0,0,0
CEFPODOXIME,NELARABINE,0.164835165,0,0,0
CEFPODOXIME,NIACIN,0.121621622,0,0,0
CEFPODOXIME,NORGESTIMATE,0.113207547,0,0,0
CEFPODOXIME,NORFLURANE,0.014492754,0,0,0
CEFPODOXIME,OUABAIN,0.118644068,0,0,0
CEFPODOXIME,OMIDENEPAG ISOPROPYL,0.133928571,0,0,0
CEFPODOXIME,OLMESARTAN,0.142857143,0,0,0
CEFPODOXIME,OTESECONAZOLE,0.082568807,0,0,0
CEFPODOXIME,OXYMETAZOLINE,0.098901099,0,0,0
CEFPODOXIME,OXITRIPTAN,0.127906977,0,0,0
CEFPODOXIME,PALONOSETRON,0.084210526,0,0,0
CEFPODOXIME,PADIMATE O,0.1,0,0,0
CEFPODOXIME,PANCURONIUM,0.076190476,0,0,0
CEFPODOXIME,PARTHENOLIDE,0.095744681,0,0,0
CEFPODOXIME,PEXIDARTINIB,0.067307692,0,0,0
CEFPODOXIME,PHENINDAMINE,0.11627907,0,0,0
CEFPODOXIME,PIMECROLIMUS,0.149606299,0,0,0
CEFPODOXIME,PINDOLOL,0.086021505,0,0,0
CEFPODOXIME,PILOCARPINE,0.113636364,0,0,0
CEFPODOXIME,PIRENZEPINE,0.121212121,0,0,0
CEFPODOXIME,PIRBUTEROL,0.103448276,0,0,0
CEFPODOXIME,POTASSIUM CATION,0,0,0,0
CEFPODOXIME,PRAMIPEXOLE,0.141176471,0,0,0
CEFPODOXIME,PRILOCAINE,0.117647059,0,0,0
CEFPODOXIME,PRIMAQUINE,0.105263158,0,0,0
CEFPODOXIME,PROPYL ALCOHOL,0.044776119,0,0,0
CEFPODOXIME,PREDNISOLONE PHOSPHATE,0.145631068,0,0,0
CEFPODOXIME,PRAZIQUANTEL,0.11827957,0,0,0
CEFPODOXIME,PSEUDOEPHEDRINE,0.076923077,0,0,0
CEFPODOXIME,REPOTRECTINIB,0.114285714,0,0,0
CEFPODOXIME,RIFAXIMIN,0.117647059,0,0,0
CEFPODOXIME,RIMEXOLONE,0.166666667,0,0,0
CEFPODOXIME,RITODRINE,0.082352941,0,0,0
CEFPODOXIME,RAMELTEON,0.115789474,0,0,0
CEFPODOXIME,SELENIUM SULFIDE,0,0,0,0
CEFPODOXIME,SEMAGLUTIDE,0.090425532,0,0,0
CEFPODOXIME,SETMELANOTIDE,0.127659574,0,0,0
CEFPODOXIME,SITAGLIPTIN,0.12,0,0,0
CEFPODOXIME,SODIUM LAURYL SULFOACETATE,0.084337349,0,0,0
CEFPODOXIME,SUCCINYLCHOLINE,0.094594595,0,0,0
CEFPODOXIME,TADALAFIL,0.094339623,0,0,0
CEFPODOXIME,TIBOLONE,0.069306931,0,0,0
CEFPODOXIME,TECHNETIUM TC-99M PYROPHOSPHATE,0.028169014,0,0,0
CEFPODOXIME,TENOFOVIR DISOPROXIL,0.151515152,0,0,0
CEFPODOXIME,TEMAZEPAM,0.146067416,0,0,0
CEFPODOXIME,TESTOSTERONE UNDECANOATE,0.126213592,0,0,0
CEFPODOXIME,THIOTEPA,0.042857143,0,0,0
CEFPODOXIME,TIROFIBAN,0.126213592,0,0,0
CEFPODOXIME,TOLCAPONE,0.104651163,0,0,0
CEFPODOXIME,TRIMIPRAMINE,0.081395349,0,0,0
CEFPODOXIME,TROLEANDOMYCIN,0.093220339,0,0,0
CEFPODOXIME,TYROPANOIC ACID,0.122222222,0,0,0
CEFPODOXIME,VADADUSTAT,0.097826087,0,0,0
CEFPODOXIME,VALACICLOVIR,0.159574468,0,0,0
CEFPODOXIME,VALINE,0.084507042,0,0,0
CEFPODOXIME,VINFLUNINE,0.111111111,0,0,0
CEFPODOXIME,VOCLOSPORIN,0.115702479,0,0,0
CEFPODOXIME,XYLOSE,0.066666667,0,0,0
CEFPODOXIME,ZINC SULFATE,0.014705882,0,0,0
CEFPODOXIME,ZOTEPINE,0.073684211,0,0,0
CEFPODOXIME,ZUCAPSAICIN,0.127659574,0,0,0
CHLORMERODRIN,ACETYLCARNITINE,0.173913043,0,0,0
CHLORMERODRIN,ACETYLCYSTEINE,0.166666667,0,0,0
CHLORMERODRIN,ALIMEMAZINE,0.053571429,0,0,0
CHLORMERODRIN,ALLANTOIN,0.155555556,0,0,0
CHLORMERODRIN,ALMASILATE,0,0,0,0
CHLORMERODRIN,ALUMINUM HYDROXIDE,0,0,0,0
CHLORMERODRIN,AMISULPRIDE,0.144927536,0,0,0
CHLORMERODRIN,AMPICILLIN,0.140625,0,0,0
CHLORMERODRIN,ARMODAFINIL,0.14893617,0,0,0
CHLORMERODRIN,ARTEMOTIL,0.079365079,0,0,0
CHLORMERODRIN,ATOGEPANT,0.060606061,0,0,0
CHLORMERODRIN,ATORVASTATIN,0.109589041,0,0,0
CHLORMERODRIN,AVOBENZONE,0.191489362,0,0,0
CHLORMERODRIN,BENDAMUSTINE,0.106060606,0,0,0
CHLORMERODRIN,BETHANIDINE,0.102040816,0,0,0
CHLORMERODRIN,BIOTIN,0.068965517,0,0,0
CHLORMERODRIN,BISPHENOL A DIGLYCIDYL ETHER,0.056603774,0,0,0
CHLORMERODRIN,BINIMETINIB,0.103896104,0,0,0
CHLORMERODRIN,BOSENTAN,0.116883117,0,0,0
CHLORMERODRIN,BREXANOLONE,0.066666667,0,0,0
CHLORMERODRIN,BRILLIANT BLUE G,0.082474227,0,0,0
CHLORMERODRIN,BROMAZEPAM,0.014925373,0,0,0
CHLORMERODRIN,BUTABARBITAL,0.108695652,0,0,0
CHLORMERODRIN,CABAZITAXEL,0.090909091,0,0,0
CHLORMERODRIN,CALCIUM LACTATE,0.138888889,0,0,0
CHLORMERODRIN,CARBAMAZEPINE,0.108695652,0,0,0
CHLORMERODRIN,CARBAMIDE PEROXIDE,0.166666667,0,0,0
CHLORMERODRIN,CARPROFEN,0.103448276,0,0,0
CHLORMERODRIN,CEFAZOLIN,0.083333333,0,0,0
CHLORMERODRIN,CEFMETAZOLE,0.117647059,0,0,0
CHLORMERODRIN,CEFTAZIDIME,0.086021505,0,0,0
CHLORMERODRIN,CEFPODOXIME,0.111111111,0,0,0
CHLORMERODRIN,CHLORMERODRIN,1,1,1,1
CHLORMERODRIN,CHLOROXYLENOL,0.073170732,0,0,0
CHLORMERODRIN,CHLORPHENESIN CARBAMATE,0.183673469,0,0,0
CHLORMERODRIN,CHROMIUM CR-51,0,0,0,0
CHLORMERODRIN,CHROMIUM PICOLINATE,0.063829787,0,0,0
CHLORMERODRIN,CIPROFIBRATE,0.111111111,0,0,0
CHLORMERODRIN,CLASCOTERONE,0.126760563,0,0,0
CHLORMERODRIN,CLAVULANIC ACID,0.089285714,0,0,0
CHLORMERODRIN,CLIDINIUM,0.081967213,0,0,0
CHLORMERODRIN,CISATRACURIUM,0.128571429,0,0,0
CHLORMERODRIN,COCARBOXYLASE,0.094594595,0,0,0
CHLORMERODRIN,CYCLOPHOSPHAMIDE,0.057692308,0,0,0
CHLORMERODRIN,CYPROTERONE ACETATE,0.095890411,0,0,0
CHLORMERODRIN,DAPSONE,0.047619048,0,0,0
CHLORMERODRIN,DAPTOMYCIN,0.075757576,0,0,0
CHLORMERODRIN,DEXBROMPHENIRAMINE,0.05,0,0,0
CHLORMERODRIN,DEXPANTHENOL,0.177777778,0,0,0
CHLORMERODRIN,DIAZOXIDE,0.054545455,0,0,0
CHLORMERODRIN,DIETHYLTOLUAMIDE,0.12244898,0,0,0
CHLORMERODRIN,DIMAZOLE,0.046875,0,0,0
CHLORMERODRIN,DIMERCAPROL,0.078947368,0,0,0
CHLORMERODRIN,DIMETOTIAZINE,0.059701493,0,0,0
CHLORMERODRIN,DIMENHYDRINATE,0.083333333,0,0,0
CHLORMERODRIN,DIIODOHYDROXYQUINOLINE,0.018867925,0,0,0
CHLORMERODRIN,DL-ALPHA-TOCOPHEROL,0.061538462,0,0,0
CHLORMERODRIN,DOMIPHEN,0.054545455,0,0,0
CHLORMERODRIN,DOSULEPIN,0.032258065,0,0,0
CHLORMERODRIN,DOPAMINE,0.088888889,0,0,0
CHLORMERODRIN,DROXIDOPA,0.1,0,0,0
CHLORMERODRIN,ENOXACIN,0.086956522,0,0,0
CHLORMERODRIN,EMPAGLIFLOZIN,0.051282051,0,0,0
CHLORMERODRIN,EPICRIPTINE,0.111111111,0,0,0
CHLORMERODRIN,ERIBULIN,0.105263158,0,0,0
CHLORMERODRIN,ESTRADIOL BENZOATE,0.097222222,0,0,0
CHLORMERODRIN,ETHCHLORVYNOL,0.086956522,0,0,0
CHLORMERODRIN,ETHYNODIOL DIACETATE,0.082191781,0,0,0
CHLORMERODRIN,FELBAMATE,0.181818182,0,0,0
CHLORMERODRIN,FELODIPINE,0.192982456,0,0,0
CHLORMERODRIN,FESOTERODINE,0.123076923,0,0,0
CHLORMERODRIN,FIDAXOMICIN,0.08,0,0,0
CHLORMERODRIN,FLUORIDE ION F-18,0,0,0,0
CHLORMERODRIN,FLUTAMIDE,0.101694915,0,0,0
CHLORMERODRIN,FLUTICASONE,0.075949367,0,0,0
CHLORMERODRIN,FLOCTAFENINE,0.126760563,0,0,0
CHLORMERODRIN,FORMALDEHYDE,0.033333333,0,0,0
